sample_idx,method,true_label_name,predicted_label_name,region,masked_fraction,attribution_mass,confidence_after_masking,confidence_drop,prediction_after_masking,prediction_changed
2447,gradcam,anger,disgust,background,0.55126953125,0.35600948333740234,0.4897218346595764,-0.10776999592781067,5,0
2447,lime,anger,disgust,eyes,0.130126953125,0.34853649139404297,0.17566679418087006,0.2062850445508957,1,1
2447,lime,anger,disgust,mouth,0.11328125,0.23153480887413025,0.1513882726430893,0.23056356608867645,1,1
2447,lime,anger,disgust,background,0.55126953125,0.2783578634262085,0.4897218346595764,-0.10776999592781067,5,0
2447,shap,anger,disgust,eyes,0.130126953125,0.12852449715137482,0.17566679418087006,0.2062850445508957,1,1
2447,shap,anger,disgust,mouth,0.11328125,0.09638712555170059,0.1513882726430893,0.23056356608867645,1,1
2447,shap,anger,disgust,background,0.55126953125,0.5487560033798218,0.4897218346595764,-0.10776999592781067,5,0
2735,gradcam,surprise,surprise,eyes,0.130126953125,0.20640143752098083,0.6345701813697815,0.29726678133010864,3,0
2735,gradcam,surprise,surprise,mouth,0.11328125,0.16690492630004883,0.9713262915611267,-0.03948932886123657,3,0
2735,gradcam,surprise,surprise,background,0.55126953125,0.479259729385376,0.9057801961898804,0.026056766510009766,3,0
2735,lime,surprise,surprise,eyes,0.130126953125,0.49328935146331787,0.6345701813697815,0.29726678133010864,3,0
2735,lime,surprise,surprise,mouth,0.11328125,0.031648196280002594,0.9713262915611267,-0.03948932886123657,3,0
2735,lime,surprise,surprise,background,0.55126953125,0.35515978932380676,0.9057801961898804,0.026056766510009766,3,0
2735,shap,surprise,surprise,eyes,0.130126953125,0.16592806577682495,0.6345701813697815,0.29726678133010864,3,0
2735,shap,surprise,surprise,mouth,0.11328125,0.07946009933948517,0.9713262915611267,-0.03948932886123657,3,0
2735,shap,surprise,surprise,background,0.55126953125,0.5488123893737793,0.9057801961898804,0.026056766510009766,3,0
2796,gradcam,disgust,disgust,eyes,0.130126953125,0.2458641529083252,0.7057186365127563,-0.08842533826828003,5,0
2796,gradcam,disgust,disgust,mouth,0.11328125,0.24911604821681976,0.2481469213962555,0.3691463768482208,1,1
2796,gradcam,disgust,disgust,background,0.55126953125,0.21801067888736725,0.6401693820953369,-0.022876083850860596,5,0
2796,lime,disgust,disgust,eyes,0.130126953125,0.1818685531616211,0.7057186365127563,-0.08842533826828003,5,0
2796,lime,disgust,disgust,mouth,0.11328125,0.3136581480503082,0.2481469213962555,0.3691463768482208,1,1
2796,lime,disgust,disgust,background,0.55126953125,0.2898394465446472,0.6401693820953369,-0.022876083850860596,5,0
2796,shap,disgust,disgust,eyes,0.130126953125,0.10821453481912613,0.7057186365127563,-0.08842533826828003,5,0
2796,shap,disgust,disgust,mouth,0.11328125,0.10120266675949097,0.2481469213962555,0.3691463768482208,1,1
2796,shap,disgust,disgust,background,0.55126953125,0.5681142807006836,0.6401693820953369,-0.022876083850860596,5,0
3652,gradcam,sad,sad,eyes,0.130126953125,0.11742003262042999,0.3374076783657074,0.06645062565803528,5,1
3652,gradcam,sad,sad,mouth,0.11328125,0.18705494701862335,0.3527137339115143,0.051144570112228394,5,1
3652,gradcam,sad,sad,background,0.55126953125,0.4500790536403656,0.4613221287727356,-0.05746382474899292,2,0
3652,lime,sad,sad,eyes,0.130126953125,0.25830453634262085,0.3374076783657074,0.06645062565803528,5,1
3652,lime,sad,sad,mouth,0.11328125,0.15353623032569885,0.3527137339115143,0.051144570112228394,5,1
3652,lime,sad,sad,background,0.55126953125,0.4609811305999756,0.4613221287727356,-0.05746382474899292,2,0
3652,shap,sad,sad,eyes,0.130126953125,0.1374133825302124,0.3374076783657074,0.06645062565803528,5,1
3652,shap,sad,sad,mouth,0.11328125,0.0827285647392273,0.3527137339115143,0.051144570112228394,5,1
3652,shap,sad,sad,background,0.55126953125,0.5290700197219849,0.4613221287727356,-0.05746382474899292,2,0
4015,gradcam,fear,anger,eyes,0.130126953125,0.08217472583055496,0.4841613173484802,-0.11061492562294006,6,0
4015,gradcam,fear,anger,mouth,0.11328125,0.1767396479845047,0.22628015279769897,0.1472662389278412,3,1
4015,gradcam,fear,anger,background,0.55126953125,0.4501941502094269,0.18887147307395935,0.1846749186515808,3,1
4015,lime,fear,anger,eyes,0.130126953125,0.03137149661779404,0.4841613173484802,-0.11061492562294006,6,0
4015,lime,fear,anger,mouth,0.11328125,0.2065034657716751,0.22628015279769897,0.1472662389278412,3,1
4015,lime,fear,anger,background,0.55126953125,0.40398770570755005,0.18887147307395935,0.1846749186515808,3,1
4015,shap,fear,anger,eyes,0.130126953125,0.16352789103984833,0.4841613173484802,-0.11061492562294006,6,0
4015,shap,fear,anger,mouth,0.11328125,0.08355214446783066,0.22628015279769897,0.1472662389278412,3,1
4015,shap,fear,anger,background,0.55126953125,0.5599835515022278,0.18887147307395935,0.1846749186515808,3,1
4161,gradcam,fear,disgust,eyes,0.130126953125,0.14650315046310425,0.8747981190681458,-0.01995265483856201,5,0
4161,gradcam,fear,disgust,mouth,0.11328125,0.28313112258911133,0.6582673192024231,0.19657814502716064,5,0
4161,gradcam,fear,disgust,background,0.55126953125,0.29608336091041565,0.8025000691413879,0.0523453950881958,5,0
4161,lime,fear,disgust,eyes,0.130126953125,0.11767438799142838,0.8747981190681458,-0.01995265483856201,5,0
4161,lime,fear,disgust,mouth,0.11328125,0.21468685567378998,0.6582673192024231,0.19657814502716064,5,0
4161,lime,fear,disgust,background,0.55126953125,0.2709013819694519,0.8025000691413879,0.0523453950881958,5,0
4161,shap,fear,disgust,eyes,0.130126953125,0.13206124305725098,0.8747981190681458,-0.01995265483856201,5,0
4161,shap,fear,disgust,mouth,0.11328125,0.12207325547933578,0.6582673192024231,0.19657814502716064,5,0
4161,shap,fear,disgust,background,0.55126953125,0.538556694984436,0.8025000691413879,0.0523453950881958,5,0
4178,gradcam,disgust,disgust,eyes,0.130126953125,0.45857423543930054,0.22374564409255981,0.5882752537727356,6,1
4178,gradcam,disgust,disgust,mouth,0.11328125,0.13365991413593292,0.8207360506057739,-0.008715152740478516,5,0
4178,gradcam,disgust,disgust,background,0.55126953125,0.284767210483551,0.7987901568412781,0.013230741024017334,5,0
4178,lime,disgust,disgust,eyes,0.130126953125,0.39862728118896484,0.22374564409255981,0.5882752537727356,6,1
4178,lime,disgust,disgust,mouth,0.11328125,0.12794005870819092,0.8207360506057739,-0.008715152740478516,5,0
4178,lime,disgust,disgust,background,0.55126953125,0.3425099849700928,0.7987901568412781,0.013230741024017334,5,0
4178,shap,disgust,disgust,eyes,0.130126953125,0.12356951087713242,0.22374564409255981,0.5882752537727356,6,1
4178,shap,disgust,disgust,mouth,0.11328125,0.13329529762268066,0.8207360506057739,-0.008715152740478516,5,0
4178,shap,disgust,disgust,background,0.55126953125,0.523345947265625,0.7987901568412781,0.013230741024017334,5,0
4235,gradcam,neutral,surprise,eyes,0.130126953125,0.4254651963710785,0.02240266278386116,0.2635744623839855,2,1
4235,gradcam,neutral,surprise,mouth,0.11328125,0.11807981878519058,0.23360255360603333,0.052374571561813354,6,1
4235,gradcam,neutral,surprise,background,0.55126953125,0.36455830931663513,0.465575248003006,-0.1795981228351593,3,0
4235,lime,neutral,surprise,eyes,0.130126953125,0.4693470895290375,0.02240266278386116,0.2635744623839855,2,1
4235,lime,neutral,surprise,mouth,0.11328125,0.07371247559785843,0.23360255360603333,0.052374571561813354,6,1
4235,lime,neutral,surprise,background,0.55126953125,0.211823970079422,0.465575248003006,-0.1795981228351593,3,0
4235,shap,neutral,surprise,eyes,0.130126953125,0.17480069398880005,0.02240266278386116,0.2635744623839855,2,1
4235,shap,neutral,surprise,mouth,0.11328125,0.0695648267865181,0.23360255360603333,0.052374571561813354,6,1
4235,shap,neutral,surprise,background,0.55126953125,0.6401740908622742,0.465575248003006,-0.1795981228351593,3,0
4589,gradcam,anger,disgust,eyes,0.130126953125,0.16702179610729218,0.11461415886878967,0.4899483621120453,4,1
4589,gradcam,anger,disgust,mouth,0.11328125,0.1772284060716629,0.5239790678024292,0.08058345317840576,5,0
4589,gradcam,anger,disgust,background,0.55126953125,0.401070237159729,0.39534375071525574,0.20921877026557922,5,0
4589,lime,anger,disgust,eyes,0.130126953125,0.4992457628250122,0.11461415886878967,0.4899483621120453,4,1
4589,lime,anger,disgust,mouth,0.11328125,0.07743377238512039,0.5239790678024292,0.08058345317840576,5,0
4589,lime,anger,disgust,background,0.55126953125,0.31904104351997375,0.39534375071525574,0.20921877026557922,5,0
4589,shap,anger,disgust,eyes,0.130126953125,0.14170852303504944,0.11461415886878967,0.4899483621120453,4,1
4589,shap,anger,disgust,mouth,0.11328125,0.11804820597171783,0.5239790678024292,0.08058345317840576,5,0
4589,shap,anger,disgust,background,0.55126953125,0.5389520525932312,0.39534375071525574,0.20921877026557922,5,0
