sample_idx,method,true_label_name,predicted_label_name,region,masked_fraction,attribution_mass,confidence_after_masking,confidence_drop,prediction_after_masking,prediction_changed
2447,gradcam,anger,disgust,background,0.55126953125,0.35600948333740234,0.4897218346595764,-0.10776999592781067,5,0
2447,lime,anger,disgust,eyes,0.130126953125,0.3604685962200165,0.17566679418087006,0.2062850445508957,1,1
2447,lime,anger,disgust,mouth,0.11328125,0.27948957681655884,0.1513882726430893,0.23056356608867645,1,1
2447,lime,anger,disgust,background,0.55126953125,0.0,0.4897218346595764,-0.10776999592781067,5,0
2447,shap,anger,disgust,eyes,0.130126953125,0.1680750548839569,0.17566679418087006,0.2062850445508957,1,1
2447,shap,anger,disgust,mouth,0.11328125,0.1690894514322281,0.1513882726430893,0.23056356608867645,1,1
2447,shap,anger,disgust,background,0.55126953125,0.490742564201355,0.4897218346595764,-0.10776999592781067,5,0
2735,gradcam,surprise,surprise,eyes,0.130126953125,0.20640143752098083,0.6345701813697815,0.29726678133010864,3,0
2735,gradcam,surprise,surprise,mouth,0.11328125,0.16690492630004883,0.9713262915611267,-0.03948932886123657,3,0
2735,gradcam,surprise,surprise,background,0.55126953125,0.479259729385376,0.9057801961898804,0.026056766510009766,3,0
2735,lime,surprise,surprise,eyes,0.130126953125,0.0683262050151825,0.6345701813697815,0.29726678133010864,3,0
2735,lime,surprise,surprise,mouth,0.11328125,0.01513761654496193,0.9713262915611267,-0.03948932886123657,3,0
2735,lime,surprise,surprise,background,0.55126953125,0.882277250289917,0.9057801961898804,0.026056766510009766,3,0
2735,shap,surprise,surprise,eyes,0.130126953125,0.09421593695878983,0.6345701813697815,0.29726678133010864,3,0
2735,shap,surprise,surprise,mouth,0.11328125,0.04450719431042671,0.9713262915611267,-0.03948932886123657,3,0
2735,shap,surprise,surprise,background,0.55126953125,0.7494296431541443,0.9057801961898804,0.026056766510009766,3,0
2796,gradcam,disgust,disgust,eyes,0.130126953125,0.2458641529083252,0.7057186365127563,-0.08842533826828003,5,0
2796,gradcam,disgust,disgust,mouth,0.11328125,0.24911604821681976,0.2481469213962555,0.3691463768482208,1,1
2796,gradcam,disgust,disgust,background,0.55126953125,0.21801067888736725,0.6401693820953369,-0.022876083850860596,5,0
2796,lime,disgust,disgust,eyes,0.130126953125,0.11760871857404709,0.7057186365127563,-0.08842533826828003,5,0
2796,lime,disgust,disgust,mouth,0.11328125,0.13721568882465363,0.2481469213962555,0.3691463768482208,1,1
2796,lime,disgust,disgust,background,0.55126953125,0.6015009880065918,0.6401693820953369,-0.022876083850860596,5,0
2796,shap,disgust,disgust,eyes,0.130126953125,0.14903442561626434,0.7057186365127563,-0.08842533826828003,5,0
2796,shap,disgust,disgust,mouth,0.11328125,0.09153027832508087,0.2481469213962555,0.3691463768482208,1,1
2796,shap,disgust,disgust,background,0.55126953125,0.5978355407714844,0.6401693820953369,-0.022876083850860596,5,0
3652,gradcam,sad,sad,eyes,0.130126953125,0.11742003262042999,0.3374076783657074,0.06645062565803528,5,1
3652,gradcam,sad,sad,mouth,0.11328125,0.18705494701862335,0.3527137339115143,0.051144570112228394,5,1
3652,gradcam,sad,sad,background,0.55126953125,0.4500790536403656,0.4613221287727356,-0.05746382474899292,2,0
3652,lime,sad,sad,eyes,0.130126953125,0.44523778557777405,0.3374076783657074,0.06645062565803528,5,1
3652,lime,sad,sad,mouth,0.11328125,0.2082497626543045,0.3527137339115143,0.051144570112228394,5,1
3652,lime,sad,sad,background,0.55126953125,0.0,0.4613221287727356,-0.05746382474899292,2,0
3652,shap,sad,sad,eyes,0.130126953125,0.036772314459085464,0.3374076783657074,0.06645062565803528,5,1
3652,shap,sad,sad,mouth,0.11328125,0.0660889744758606,0.3527137339115143,0.051144570112228394,5,1
3652,shap,sad,sad,background,0.55126953125,0.8317826986312866,0.4613221287727356,-0.05746382474899292,2,0
4015,gradcam,fear,anger,eyes,0.130126953125,0.08217472583055496,0.4841613173484802,-0.11061492562294006,6,0
4015,gradcam,fear,anger,mouth,0.11328125,0.1767396479845047,0.22628015279769897,0.1472662389278412,3,1
4015,gradcam,fear,anger,background,0.55126953125,0.4501941502094269,0.18887147307395935,0.1846749186515808,3,1
4015,lime,fear,anger,eyes,0.130126953125,0.024023327976465225,0.4841613173484802,-0.11061492562294006,6,0
4015,lime,fear,anger,mouth,0.11328125,0.07551922649145126,0.22628015279769897,0.1472662389278412,3,1
4015,lime,fear,anger,background,0.55126953125,0.7479498982429504,0.18887147307395935,0.1846749186515808,3,1
4015,shap,fear,anger,eyes,0.130126953125,0.07801743596792221,0.4841613173484802,-0.11061492562294006,6,0
4015,shap,fear,anger,mouth,0.11328125,0.1211225613951683,0.22628015279769897,0.1472662389278412,3,1
4015,shap,fear,anger,background,0.55126953125,0.6072412133216858,0.18887147307395935,0.1846749186515808,3,1
4161,gradcam,fear,disgust,eyes,0.130126953125,0.14650315046310425,0.8747981190681458,-0.01995265483856201,5,0
4161,gradcam,fear,disgust,mouth,0.11328125,0.28313112258911133,0.6582673192024231,0.19657814502716064,5,0
4161,gradcam,fear,disgust,background,0.55126953125,0.29608336091041565,0.8025000691413879,0.0523453950881958,5,0
4161,lime,fear,disgust,eyes,0.130126953125,0.02725576050579548,0.8747981190681458,-0.01995265483856201,5,0
4161,lime,fear,disgust,mouth,0.11328125,0.1920263171195984,0.6582673192024231,0.19657814502716064,5,0
4161,lime,fear,disgust,background,0.55126953125,0.49639683961868286,0.8025000691413879,0.0523453950881958,5,0
4161,shap,fear,disgust,eyes,0.130126953125,0.08482249081134796,0.8747981190681458,-0.01995265483856201,5,0
4161,shap,fear,disgust,mouth,0.11328125,0.13832634687423706,0.6582673192024231,0.19657814502716064,5,0
4161,shap,fear,disgust,background,0.55126953125,0.5925371646881104,0.8025000691413879,0.0523453950881958,5,0
4178,gradcam,disgust,disgust,eyes,0.130126953125,0.45857423543930054,0.22374564409255981,0.5882752537727356,6,1
4178,gradcam,disgust,disgust,mouth,0.11328125,0.13365991413593292,0.8207360506057739,-0.008715152740478516,5,0
4178,gradcam,disgust,disgust,background,0.55126953125,0.284767210483551,0.7987901568412781,0.013230741024017334,5,0
4178,lime,disgust,disgust,eyes,0.130126953125,0.22571595013141632,0.22374564409255981,0.5882752537727356,6,1
4178,lime,disgust,disgust,mouth,0.11328125,0.13169090449810028,0.8207360506057739,-0.008715152740478516,5,0
4178,lime,disgust,disgust,background,0.55126953125,0.4139629006385803,0.7987901568412781,0.013230741024017334,5,0
4178,shap,disgust,disgust,eyes,0.130126953125,0.15254737436771393,0.22374564409255981,0.5882752537727356,6,1
4178,shap,disgust,disgust,mouth,0.11328125,0.11123877763748169,0.8207360506057739,-0.008715152740478516,5,0
4178,shap,disgust,disgust,background,0.55126953125,0.5811339020729065,0.7987901568412781,0.013230741024017334,5,0
4235,gradcam,neutral,surprise,eyes,0.130126953125,0.4254651963710785,0.02240266278386116,0.2635744623839855,2,1
4235,gradcam,neutral,surprise,mouth,0.11328125,0.11807981878519058,0.23360255360603333,0.052374571561813354,6,1
4235,gradcam,neutral,surprise,background,0.55126953125,0.36455830931663513,0.465575248003006,-0.1795981228351593,3,0
4235,lime,neutral,surprise,eyes,0.130126953125,0.48442623019218445,0.02240266278386116,0.2635744623839855,2,1
4235,lime,neutral,surprise,mouth,0.11328125,0.1930188685655594,0.23360255360603333,0.052374571561813354,6,1
4235,lime,neutral,surprise,background,0.55126953125,0.0,0.465575248003006,-0.1795981228351593,3,0
4235,shap,neutral,surprise,eyes,0.130126953125,0.3734884560108185,0.02240266278386116,0.2635744623839855,2,1
4235,shap,neutral,surprise,mouth,0.11328125,0.18877126276493073,0.23360255360603333,0.052374571561813354,6,1
4235,shap,neutral,surprise,background,0.55126953125,0.0,0.465575248003006,-0.1795981228351593,3,0
4589,gradcam,anger,disgust,eyes,0.130126953125,0.16702179610729218,0.11461415886878967,0.4899483621120453,4,1
4589,gradcam,anger,disgust,mouth,0.11328125,0.1772284060716629,0.5239790678024292,0.08058345317840576,5,0
4589,gradcam,anger,disgust,background,0.55126953125,0.401070237159729,0.39534375071525574,0.20921877026557922,5,0
4589,lime,anger,disgust,eyes,0.130126953125,0.07641579955816269,0.11461415886878967,0.4899483621120453,4,1
4589,lime,anger,disgust,mouth,0.11328125,0.07158718258142471,0.5239790678024292,0.08058345317840576,5,0
4589,lime,anger,disgust,background,0.55126953125,0.7572426199913025,0.39534375071525574,0.20921877026557922,5,0
4589,shap,anger,disgust,eyes,0.130126953125,0.1307319551706314,0.11461415886878967,0.4899483621120453,4,1
4589,shap,anger,disgust,mouth,0.11328125,0.06558340042829514,0.5239790678024292,0.08058345317840576,5,0
4589,shap,anger,disgust,background,0.55126953125,0.6767053604125977,0.39534375071525574,0.20921877026557922,5,0
