sample_idx,method,true_label,true_label_name,predicted_label,predicted_label_name,predicted_confidence,deletion_auc,insertion_auc,robustness_pearson_mean,robustness_rank_corr_mean,robustness_topk_iou_mean,correct
4015,deepshap,4,fear,6,anger,0.37335896492004395,0.10609411299228667,0.4175159737467766,0.2656431261519789,0.23504086186269646,0.2174333469807695,0
4161,gradcam,4,fear,5,disgust,0.8548717498779297,0.4577785409986973,0.6935997247695923,0.9414342507744818,0.8459321355001144,0.6969932457909918,0
4161,lime,4,fear,5,disgust,0.8548717498779297,0.1611114447936416,0.7676933884620667,0.8754797462382452,0.7229203390711352,0.7327632767707128,0
4161,shap,4,fear,5,disgust,0.8548717498779297,0.4497742459177971,0.6095265775918961,0.3495394419818997,0.17435259289445476,0.2030513244967679,0
4161,deepshap,4,fear,5,disgust,0.8548717498779297,0.13315237630158663,0.5933127298951149,0.24871980344990546,0.1908794944904388,0.2045195845120019,0
4178,gradcam,5,disgust,5,disgust,0.8119988441467285,0.29588242843747137,0.7698306411504746,0.9561742447546381,0.9016133554589152,0.7713914388542953,1
4178,lime,5,disgust,5,disgust,0.8119988441467285,0.1392395082861185,0.8585615694522858,0.9614527972916385,0.9523247553566053,0.9096278393304322,1
4178,shap,5,disgust,5,disgust,0.8119988441467285,0.7201478265225887,0.36040309071540827,0.1779057197050553,0.2516360979924698,0.3270971080337257,1
4178,deepshap,5,disgust,5,disgust,0.8119988441467285,0.2936840400099754,0.791064602136612,0.27276429155521237,0.2425494536872816,0.21803744693764368,1
4235,gradcam,0,neutral,3,surprise,0.28605395555496216,0.03970394656062126,0.15249369516968728,0.8265468664264732,0.8070163366903182,0.5427747252747253,0
4235,lime,0,neutral,3,surprise,0.28605395555496216,0.027632190380245447,0.3432550117373466,0.9781534490792024,0.6746702535045637,0.5266638116534603,0
4235,shap,0,neutral,3,surprise,0.28605395555496216,0.27825690805912023,0.03143229288980365,-0.2887564261656667,-0.12505341542493514,0.13593029215786775,0
4235,deepshap,0,neutral,3,surprise,0.28605395555496216,0.033887133933603764,0.2478550598025322,0.31526913841565546,0.19685975593741892,0.1970945717677377,0
4589,gradcam,6,anger,5,disgust,0.6045044660568237,0.1144368052482605,0.5126076839864254,0.8585201940831946,0.8656639105058366,0.6747914912143079,0
4589,lime,6,anger,5,disgust,0.6045044660568237,0.06422009645029902,0.7188690036535264,0.9791332725618848,0.9140966143465808,0.7931101812117444,0
4589,shap,6,anger,5,disgust,0.6045044660568237,0.1851524781435728,0.5194433759897947,-0.03144414779540074,-0.054102691919983605,0.38928211189627604,0
4589,deepshap,6,anger,5,disgust,0.6045044660568237,0.17565540708601476,0.5584230683743954,0.20873414945700958,0.16705595774861756,0.19769825872406868,0
