sample_idx,method,true_label_name,predicted_label_name,region,masked_fraction,attribution_mass,confidence_after_masking,confidence_drop,prediction_after_masking,prediction_changed
2447,gradcam,anger,disgust,background,0.55126953125,0.35600948333740234,0.4897218346595764,-0.10776999592781067,5,0
2447,lime,anger,disgust,eyes,0.130126953125,0.3612730801105499,0.17566679418087006,0.2062850445508957,1,1
2447,lime,anger,disgust,mouth,0.11328125,0.27294108271598816,0.1513882726430893,0.23056356608867645,1,1
2447,lime,anger,disgust,background,0.55126953125,0.2727334797382355,0.4897218346595764,-0.10776999592781067,5,0
2447,shap,anger,disgust,eyes,0.130126953125,0.12602581083774567,0.17566679418087006,0.2062850445508957,1,1
2447,shap,anger,disgust,mouth,0.11328125,0.10658961534500122,0.1513882726430893,0.23056356608867645,1,1
2447,shap,anger,disgust,background,0.55126953125,0.5266701579093933,0.4897218346595764,-0.10776999592781067,5,0
2735,gradcam,surprise,surprise,eyes,0.130126953125,0.20640143752098083,0.6345701813697815,0.29726678133010864,3,0
2735,gradcam,surprise,surprise,mouth,0.11328125,0.16690492630004883,0.9713262915611267,-0.03948932886123657,3,0
2735,gradcam,surprise,surprise,background,0.55126953125,0.479259729385376,0.9057801961898804,0.026056766510009766,3,0
2735,lime,surprise,surprise,eyes,0.130126953125,0.5224010348320007,0.6345701813697815,0.29726678133010864,3,0
2735,lime,surprise,surprise,mouth,0.11328125,0.027274586260318756,0.9713262915611267,-0.03948932886123657,3,0
2735,lime,surprise,surprise,background,0.55126953125,0.32485294342041016,0.9057801961898804,0.026056766510009766,3,0
2735,shap,surprise,surprise,eyes,0.130126953125,0.1680164337158203,0.6345701813697815,0.29726678133010864,3,0
2735,shap,surprise,surprise,mouth,0.11328125,0.07947848737239838,0.9713262915611267,-0.03948932886123657,3,0
2735,shap,surprise,surprise,background,0.55126953125,0.5440233945846558,0.9057801961898804,0.026056766510009766,3,0
2796,gradcam,disgust,disgust,eyes,0.130126953125,0.2458641529083252,0.7057186365127563,-0.08842533826828003,5,0
2796,gradcam,disgust,disgust,mouth,0.11328125,0.24911604821681976,0.2481469213962555,0.3691463768482208,1,1
2796,gradcam,disgust,disgust,background,0.55126953125,0.21801067888736725,0.6401693820953369,-0.022876083850860596,5,0
2796,lime,disgust,disgust,eyes,0.130126953125,0.17390979826450348,0.7057186365127563,-0.08842533826828003,5,0
2796,lime,disgust,disgust,mouth,0.11328125,0.3115876019001007,0.2481469213962555,0.3691463768482208,1,1
2796,lime,disgust,disgust,background,0.55126953125,0.298322856426239,0.6401693820953369,-0.022876083850860596,5,0
2796,shap,disgust,disgust,eyes,0.130126953125,0.10438796877861023,0.7057186365127563,-0.08842533826828003,5,0
2796,shap,disgust,disgust,mouth,0.11328125,0.10306708514690399,0.2481469213962555,0.3691463768482208,1,1
2796,shap,disgust,disgust,background,0.55126953125,0.5640580058097839,0.6401693820953369,-0.022876083850860596,5,0
3652,gradcam,sad,sad,eyes,0.130126953125,0.11742003262042999,0.3374076783657074,0.06645062565803528,5,1
3652,gradcam,sad,sad,mouth,0.11328125,0.18705494701862335,0.3527137339115143,0.051144570112228394,5,1
3652,gradcam,sad,sad,background,0.55126953125,0.4500790536403656,0.4613221287727356,-0.05746382474899292,2,0
3652,lime,sad,sad,eyes,0.130126953125,0.3459984362125397,0.3374076783657074,0.06645062565803528,5,1
3652,lime,sad,sad,mouth,0.11328125,0.11933141201734543,0.3527137339115143,0.051144570112228394,5,1
3652,lime,sad,sad,background,0.55126953125,0.4091172516345978,0.4613221287727356,-0.05746382474899292,2,0
3652,shap,sad,sad,eyes,0.130126953125,0.1317422091960907,0.3374076783657074,0.06645062565803528,5,1
3652,shap,sad,sad,mouth,0.11328125,0.08381310105323792,0.3527137339115143,0.051144570112228394,5,1
3652,shap,sad,sad,background,0.55126953125,0.5271691083908081,0.4613221287727356,-0.05746382474899292,2,0
4015,gradcam,fear,anger,eyes,0.130126953125,0.08217472583055496,0.4841613173484802,-0.11061492562294006,6,0
4015,gradcam,fear,anger,mouth,0.11328125,0.1767396479845047,0.22628015279769897,0.1472662389278412,3,1
4015,gradcam,fear,anger,background,0.55126953125,0.4501941502094269,0.18887147307395935,0.1846749186515808,3,1
4015,lime,fear,anger,eyes,0.130126953125,0.02297176979482174,0.4841613173484802,-0.11061492562294006,6,0
4015,lime,fear,anger,mouth,0.11328125,0.18768678605556488,0.22628015279769897,0.1472662389278412,3,1
4015,lime,fear,anger,background,0.55126953125,0.39211833477020264,0.18887147307395935,0.1846749186515808,3,1
4015,shap,fear,anger,eyes,0.130126953125,0.165712371468544,0.4841613173484802,-0.11061492562294006,6,0
4015,shap,fear,anger,mouth,0.11328125,0.08275793492794037,0.22628015279769897,0.1472662389278412,3,1
4015,shap,fear,anger,background,0.55126953125,0.5586299896240234,0.18887147307395935,0.1846749186515808,3,1
4161,gradcam,fear,disgust,eyes,0.130126953125,0.14650315046310425,0.8747981190681458,-0.01995265483856201,5,0
4161,gradcam,fear,disgust,mouth,0.11328125,0.28313112258911133,0.6582673192024231,0.19657814502716064,5,0
4161,gradcam,fear,disgust,background,0.55126953125,0.29608336091041565,0.8025000691413879,0.0523453950881958,5,0
4161,lime,fear,disgust,eyes,0.130126953125,0.08196965605020523,0.8747981190681458,-0.01995265483856201,5,0
4161,lime,fear,disgust,mouth,0.11328125,0.2627273499965668,0.6582673192024231,0.19657814502716064,5,0
4161,lime,fear,disgust,background,0.55126953125,0.2503482401371002,0.8025000691413879,0.0523453950881958,5,0
4161,shap,fear,disgust,eyes,0.130126953125,0.1334320604801178,0.8747981190681458,-0.01995265483856201,5,0
4161,shap,fear,disgust,mouth,0.11328125,0.12499620765447617,0.6582673192024231,0.19657814502716064,5,0
4161,shap,fear,disgust,background,0.55126953125,0.5291551947593689,0.8025000691413879,0.0523453950881958,5,0
4178,gradcam,disgust,disgust,eyes,0.130126953125,0.45857423543930054,0.22374564409255981,0.5882752537727356,6,1
4178,gradcam,disgust,disgust,mouth,0.11328125,0.13365991413593292,0.8207360506057739,-0.008715152740478516,5,0
4178,gradcam,disgust,disgust,background,0.55126953125,0.284767210483551,0.7987901568412781,0.013230741024017334,5,0
4178,lime,disgust,disgust,eyes,0.130126953125,0.4135344624519348,0.22374564409255981,0.5882752537727356,6,1
4178,lime,disgust,disgust,mouth,0.11328125,0.12356207519769669,0.8207360506057739,-0.008715152740478516,5,0
4178,lime,disgust,disgust,background,0.55126953125,0.32851165533065796,0.7987901568412781,0.013230741024017334,5,0
4178,shap,disgust,disgust,eyes,0.130126953125,0.1231224462389946,0.22374564409255981,0.5882752537727356,6,1
4178,shap,disgust,disgust,mouth,0.11328125,0.1342862844467163,0.8207360506057739,-0.008715152740478516,5,0
4178,shap,disgust,disgust,background,0.55126953125,0.5231961607933044,0.7987901568412781,0.013230741024017334,5,0
4235,gradcam,neutral,surprise,eyes,0.130126953125,0.4254651963710785,0.02240266278386116,0.2635744623839855,2,1
4235,gradcam,neutral,surprise,mouth,0.11328125,0.11807981878519058,0.23360255360603333,0.052374571561813354,6,1
4235,gradcam,neutral,surprise,background,0.55126953125,0.36455830931663513,0.465575248003006,-0.1795981228351593,3,0
4235,lime,neutral,surprise,eyes,0.130126953125,0.48369649052619934,0.02240266278386116,0.2635744623839855,2,1
4235,lime,neutral,surprise,mouth,0.11328125,0.06540264934301376,0.23360255360603333,0.052374571561813354,6,1
4235,lime,neutral,surprise,background,0.55126953125,0.20919209718704224,0.465575248003006,-0.1795981228351593,3,0
4235,shap,neutral,surprise,eyes,0.130126953125,0.18668599426746368,0.02240266278386116,0.2635744623839855,2,1
4235,shap,neutral,surprise,mouth,0.11328125,0.06924550235271454,0.23360255360603333,0.052374571561813354,6,1
4235,shap,neutral,surprise,background,0.55126953125,0.6334260106086731,0.465575248003006,-0.1795981228351593,3,0
4589,gradcam,anger,disgust,eyes,0.130126953125,0.16702179610729218,0.11461415886878967,0.4899483621120453,4,1
4589,gradcam,anger,disgust,mouth,0.11328125,0.1772284060716629,0.5239790678024292,0.08058345317840576,5,0
4589,gradcam,anger,disgust,background,0.55126953125,0.401070237159729,0.39534375071525574,0.20921877026557922,5,0
4589,lime,anger,disgust,eyes,0.130126953125,0.4885265827178955,0.11461415886878967,0.4899483621120453,4,1
4589,lime,anger,disgust,mouth,0.11328125,0.06885329633951187,0.5239790678024292,0.08058345317840576,5,0
4589,lime,anger,disgust,background,0.55126953125,0.3371821343898773,0.39534375071525574,0.20921877026557922,5,0
4589,shap,anger,disgust,eyes,0.130126953125,0.14348635077476501,0.11461415886878967,0.4899483621120453,4,1
4589,shap,anger,disgust,mouth,0.11328125,0.11137496680021286,0.5239790678024292,0.08058345317840576,5,0
4589,shap,anger,disgust,background,0.55126953125,0.5645678639411926,0.39534375071525574,0.20921877026557922,5,0
